"AtcoCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"1800EB01881","manadgmt","",,"Plymouth Gr/Hyde Gr","","Hyde Grove","","O/S HOUSE 82","","PLYMOUTH GROVE","","","","O/s House 82","","W","E0028715","Chorlton upon Medlock","Manchester","","","","","","0","U",385384,396369,-2.22162,53.46388,"BCT","MKD","TIP","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB01891","manadgmw","",,"Plymouth Grove/Upper Brook St","","Upper Brook St","","OPP HOUSE 3","","PLYMOUTH GROVE","","","","Opp House 3","","NW","N0078417","Brunswick","Manchester","","","","","","0","U",385087,396504,-2.2261,53.46509,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB01901","manadgpa","",,"Upper Brook St/Grafton St","","Grafton St","","AMBULANCE STN","","UPPER BROOK ST","","","","Stop K","","SE","E0028715","Chorlton upon Medlock","Manchester","","","","","","0","U",385131,396374,-2.22543,53.46392,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB01911","manadgpd","",,"Upper Brook St/Swinton Gr","","Swinton Grove","","HOUSE 239","","UPPER BROOK ST","","","","Stop M","","SE","E0028715","Chorlton upon Medlock","Manchester","","","","","","0","U",385280,396153,-2.22317,53.46194,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",1,"new","act"
"1800EB01921","manadgpg","",,"Upper Brook St/Hathersage Rd","","Hathersage Road","","HOUSE 293","","UPPER BROOK ST","","","","Stop P","","SE","E0029284","Rusholme","Manchester","","","","","","0","U",385528,395794,-2.21942,53.45872,"BCT","MKD","OTH","","STOP NAME","","083","2007-12-14T00:00:00","2007-12-14T00:00:00",1,"new","act"
"1800EB01931","manadgpj","",,"Anson Road/Denison Road","","Denison Road","","NR HOUSE 37","","ANSON ROAD","","","","Nr house 37","","SE","E0029284","Rusholme","Manchester","","","","","","0","U",385902,395404,-2.21377,53.45522,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB01941","manadgpm","",,"Anson Road/Dickenson Road","","Dickenson Road","","OPP ST ANSELM H","","ANSON ROAD","","","","Stop A","","SE","E0029284","Rusholme","Manchester","","","","","","0","U",385978,395338,-2.21262,53.45463,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB01951","manadgpt","",,"Birchfields Rd/Birchfields Ave","","Birchfields Ave","","O/S FLATS 1-3","","BIRCHFIELDS RD","","","","Os Flats 1-3","","SE","E0028549","Birchfields","Manchester","","","","","","0","U",386169,395044,-2.20974,53.45199,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-29T00:00:00","2010-03-29T00:00:00",1,"new","act"
"1800EB01961","manadgpw","",,"Birchfields Road/Telfer Road","","Telfer Road","","HOUSE 101","","BIRCHFIELDS RD","","","","O/s House 101","","S","E0028549","Birchfields","Manchester","","","","","","0","U",386303,394719,-2.2077,53.44907,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB01971","manadgta","",,"Birchfields Road/Old Hall Lane","","Old Hall Lane","","HOUSE 145","","BIRCHFIELDS RD","","","","Os House 145","","S","E0028549","Birchfields","Manchester","","","","","","0","U",386376,394469,-2.20659,53.44683,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2008-11-28T00:00:00","2008-11-28T00:00:00",1,"new","act"
"1800EB01981","manadgtd","",,"Birchfields Rd/Lytham Rd","","Lytham Road","","PRIMARY SCHOOL","","BIRCHFIELDS RD","","","","O/s School","","S","E0028549","Birchfields","Manchester","","","","","","0","U",386419,394221,-2.20594,53.4446,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB01991","manadgtg","",,"Birchfields Rd/Fallowfield Centre","","Fallowfield Ctr","","OPP HOUSE 140","","BIRCHFIELDS RD","","","","Stop B","","S","E0028549","Birchfields","Manchester","","","","","","1","U",386437,394120,-2.20566,53.44369,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02031","manadgtj","",,"Church St/The Unicorn","","The Unicorn","","OPP PUBLIC HSE","","CHURCH STREET","","","","Opp Pub","","E","E0057786","Manchester City Centre","Manchester","","","","","","1","U",384299,398518,-2.23807,53.48316,"BCT","MKD","TIP","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",1,"new","act"
"1800EB02041","manadgtm","",,"Burnage Lane/Lavister Ave","","Lavister Ave","","O/S FLAT 300-02","","BURNAGE LANE","","","","O/s Flat 300-02","","N","E0028653","Burnage","Manchester","","","","","","0","U",385950,391477,-2.21287,53.41992,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02051","manadgtp","",,"Burnage Lane/Didsbury Road","","Didsbury Road","","OP HOUSE 6","","BURNAGE LANE","","","","Op House 6","","S","E0029191","Parrs Wood","Didsbury","Manchester","","","","","0","U",385823,390594,-2.21474,53.41198,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB02061","manadgtw","",,"Burnage Lane/Berwick Avenue","","Berwick Avenue","","OPP HOUSE 892","","BURNAGE LANE","","","","Opp House 892","","S","E0028653","Burnage","Manchester","","","","","","0","U",385885,391109,-2.21383,53.41661,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02071","manadgwa","",,"Burnage Lane/Berwick Ave","","Berwick Ave","","O/S HOUSE 902","","BURNAGE LANE","","","","O/s House 902","","N","E0028653","Burnage","Manchester","","","","","","0","U",385866,391055,-2.21412,53.41613,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2008-11-28T00:00:00","2008-11-28T00:00:00",1,"new","act"
"1800EB02521","manadgwd","",,"St Mary's Road/Dresden Street","","Dresden Street","","O/S HOUSE 202","","ST MARYS ROAD","","","","O/s House 202","","S","N0075088","Moston","Manchester","","","","","","0","U",388030,401645,-2.18197,53.51136,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02541","manadgwg","",,"Droylsden Road/Gaskell Street","","Gaskell Street","","OPP CHURCH","","DROYLSDEN ROAD","","","","Opp Church","","SE","E0029135","Newton Heath","Manchester","","","","","","0","U",388355,400408,-2.17702,53.50025,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02551","manadgwj","",,"Whitworth St/Minshull St Sth","","Minshull St South","","OPP CAR PARK","","WHITWORTH ST","","","","Stop B","","W","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384642,397840,-2.23287,53.47707,"BCT","MKD","OTH","","LOCATION AMENDED","","083","2008-09-08T00:00:00","2008-09-08T00:00:00",1,"new","act"
"1800EB02561","manadgwm","",,"Newton St/Dale St","","Dale St","","OPP PREMISES 45","","NEWTON STREET","","","","Opp Premises 45","","SW","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384624,398346,-2.23316,53.48162,"BCT","MKD","OTH","","STOP REMOVED","","083","2010-04-13T00:00:00","2010-04-13T00:00:00",4,"new","del"
"1800EB02581","manadgwp","",,"Brunswick St/Upper Brook St","","Upper Brook St","","HOUSE 93","","BRUNSWICK ST","","","","O/s House 93","","SW","N0078417","Brunswick","Manchester","","","","","","0","U",384935,396761,-2.2284,53.46739,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB02591","manadgwt","",,"Brunswick St/Brunswick Parish Church","","Brunswick Church","","HOUSE 104","","BRUNSWICK ST","","","","Os Hse 104","","NE","N0078417","Brunswick","Manchester","","","","","","1","U",385016,396847,-2.22718,53.46817,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-29T00:00:00","2010-03-29T00:00:00",2,"new","act"
"1800EB02601","manadjad","",,"Brunswick St/Brunswick Parish Church","","Brunswick Church","","HOUSE 47","","BRUNSWICK ST","","","","O/s Hse 47","","SW","N0078417","Brunswick","Manchester","","","","","","1","U",385101,396904,-2.22591,53.46868,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB02611","manadjag","",,"Brunswick St/Ardwick Green","","Ardwick Green","","OPP HOUSE 17","","BRUNSWICK ST","","","","Opp House 17","","NE","E0028484","Ardwick","Manchester","","","","","","0","U",385220,397026,-2.22412,53.46978,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02621","manadjaj","",,"Ducie St/Piccadilly Station","","Piccadilly Statio","","OPP CAR HIRE","","DUCIE STREET","","","","Op Stn","","E","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384684,398080,-2.23225,53.47923,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",1,"new","act"
"1800EB02641","manadjam","",,"Every Street/Carruthers Street","","Carruthers Street","","HOUSE 18","","EVERY STREET","","","","O/s house 18","","NE","N0074882","Ancoats","Manchester","","","","","","1","U",385834,398314,-2.21493,53.48137,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",2,"new","act"
"1800EB02651","manadjap","",,"Every Street/Carruthers Street","","Carruthers Street","","NR CHURCH","","EVERY STREET","","","","Nr Church","","SW","N0074882","Ancoats","Manchester","","","","","","1","U",385780,398215,-2.21574,53.48047,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02661","manadjat","",,"Every Street/Oswald Street","","Oswald Street","","CHESHIRE CHEESE","","EVERY STREET","","","","Cheshire Cheese","","NE","N0074882","Ancoats","Manchester","","","","","","0","U",385688,398100,-2.21712,53.47944,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","del"
"1800EB02671","manadjaw","",,"Every Street/Great Ancoats Street","","Great Ancoats Str","","OPP IAN SKELLY","","EVERY STREET","","","","Opp Ian Skelly","","SW","N0074882","Ancoats","Manchester","","","","","","0","U",385674,398060,-2.21733,53.47908,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","del"
"1800EB02711","manadjda","",,"Brookhurst Rd/Sunny Brow Park","","Sunny Brow Park","","PLAYING FIELDS","","BROOKHURST ROAD","","","","Nr Playing Field","","N","E0029286","Ryder Brow","Gorton","Manchester","","","","","0","U",388473,395776,-2.17507,53.45863,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB02721","manadjdg","",,"Knutsford Road/Radnor Street","","Radnor Street","","O/S HOUSE 10","","KNUTSFORD ROAD","","","","O/s House 10","","N","E0028451","Gorton","Manchester","","","","","","0","U",388389,395988,-2.17634,53.46053,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02731","manadjdj","",,"Levenshulme Rd/Ryder Brow Station","","Ryder Brow Stn","","OPP HOUSE 117","","LEVENSHULME RD","","","","Opp Hse 117","","N","E0029286","Ryder Brow","Gorton","Manchester","","","","","1","U",388618,395490,-2.17287,53.45606,"BCT","MKD","TIP","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",1,"new","act"
"1800EB02741","manadjdm","",,"Levenshulme Road/Hemsworth Road","","Hemsworth Road","","HOUSE 60","","LEVENSHULME RD","","","","O/s House 60","","N","E0029286","Ryder Brow","Gorton","Manchester","","","","","0","U",388647,395306,-2.17243,53.45441,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",2,"new","act"
"1800EB02751","manadjdp","",,"Wayland Road South/Hemsworth Road","","Hemsworth Road","","OPP HOUSE 22","","WAYLAND ROAD","","","","Opp House 22","","N","E0029286","Ryder Brow","Gorton","Manchester","","","","","0","U",388910,395213,-2.16847,53.45358,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02761","manadjdt","",,"Holmcroft Road/Sandown Crescent","","Sandown Crescent","","O/S HOUSE 153","","HOLMCROFT ROAD","","","","O/s House 153","","E","E0029286","Ryder Brow","Gorton","Manchester","","","","","0","U",388689,395051,-2.17179,53.45211,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02781","manadjdw","",,"Melland Road/Wembley Road","","Wembley Road","","O/S HOUSE 63","","MELLAND ROAD","","","","O/s House 63","","E","E0029286","Ryder Brow","Gorton","Manchester","","","","","0","U",388428,395261,-2.17573,53.454,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02791","manadjga","",,"Melland Road/Balmain Avenue","","Balmain Avenue","","O/S HOUSE 1","","MELLAND ROAD","","","","O/s House 1","","E","E0028538","Belle Vue","Manchester","","","","","","0","U",388189,395243,-2.17932,53.45383,"BCT","MKD","TIP","","LOCATION AMENDED","","083","2008-11-28T00:00:00","2008-11-28T00:00:00",1,"new","act"
"1800EB02801","manadjgd","",,"Mount Road/Belle Vue","","Belle Vue","","OPP RACE COURSE","","MOUNT ROAD","","","","Stop B","","S","E0028538","Belle Vue","Manchester","","","","","","1","U",388014,396135,-2.18199,53.46184,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02811","manadjgj","",,"Mount Road/Belle Vue","","Belle Vue","","OPP HOTEL","","MOUNT ROAD","","","","Stop C","","N","E0028538","Belle Vue","Manchester","","","","","","1","U",387969,396190,-2.18267,53.46234,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02831","manadjgm","",,"Mount Road/Windsor Street","","Windsor Street","","HOUSE 94","","MOUNT ROAD","","","","O/s House 94","","N","E0028538","Belle Vue","Manchester","","","","","","0","U",388065,395918,-2.18122,53.45989,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB02841","manadjgp","",,"Mount Road/Windsor Road","","Windsor Road","","HOUSE 47","","MOUNT ROAD","","","","O/s House 47","","S","E0028538","Belle Vue","Manchester","","","","","","0","U",388079,395858,-2.181,53.45936,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB02851","manadjgt","",,"Mount Road/Buckley Road","","Buckley Road","","OPP HOUSE 67","","MOUNT ROAD","","","","Opp House 67","","N","E0028538","Belle Vue","Manchester","","","","","","0","U",388065,395731,-2.18121,53.45821,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02861","manadjgw","",,"Mount Road/Buckley Road","","Buckley Road","","O/S PHARMACY","","MOUNT ROAD","","","","O/s Pharmacy","","S","E0028538","Belle Vue","Manchester","","","","","","0","U",388077,395670,-2.18103,53.45767,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2008-11-28T00:00:00","2008-11-28T00:00:00",1,"new","act"
"1800EB02871","manadjma","",,"Mount Road/Darras Road","","Darras Road","","HOUSE 154","","MOUNT ROAD","","","","O/s House 154","","N","E0028538","Belle Vue","Manchester","","","","","","0","U",388065,395498,-2.1812,53.45612,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB02881","manadjmd","",,"Mount Road/Darras Road","","Darras Road","","NR PUBLIC HOUSE","","MOUNT ROAD","","","","Nr Public House","","S","E0028538","Belle Vue","Manchester","","","","","","0","U",388079,395438,-2.18099,53.45558,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02891","manadjmg","",,"Mount Road/Melland Road","","Melland Road","","HOUSE 208","","MOUNT ROAD","","","","O/s House 208","","N","E0028538","Belle Vue","Manchester","","","","","","0","U",388069,395260,-2.18113,53.45398,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",2,"new","act"
"1800EB02901","manadjmj","",,"Mount Road/Melland Road","","Melland Road","","OPP SCHOOL","","MOUNT ROAD","","","","Opp School","","S","E0028538","Belle Vue","Manchester","","","","","","0","U",388095,395167,-2.18074,53.45314,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02911","manadjmp","",,"Grange Park Rd/Hall Moss Road","","Hall Moss Road","","O/S HOUSE 67","","GRANGE PARK RD","","","","O/s House 67","","NE","E0029539","Charlestown","Manchester","","","","","","0","U",387099,403278,-2.19607,53.52602,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02921","manadjmt","",,"Mount Road/Matthews Lane","","Matthews Lane","","O/S SOCIAL CLUB","","MOUNT ROAD","","","","O/s Social Club","","S","E0028297","Crowcroft Park","Levenshulme","Manchester","","","","","0","U",388175,394776,-2.17952,53.44963,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02931","manadjmw","",,"Mount Road/Manor Road","","Manor Road","","HOUSE 331","","MOUNT ROAD","","","","O/s House 331","","S","E0028951","Levenshulme","Manchester","","","","","","0","U",388182,394564,-2.1794,53.44773,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB02941","manadjpa","",,"Mount Road/Manor Road","","Manor Road","","OS HOUSE 286","","MOUNT ROAD","","","","O/s House 286","","N","E0028951","Levenshulme","Manchester","","","","","","0","U",388154,394513,-2.17982,53.44727,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",2,"new","act"
"1800EB02961","manadjpd","",,"Cringle Road/Milford Drive","","Milford Drive","","O/S HOUSE 63","","CRINGLE ROAD","","","","O/s House 63","","SE","E0028951","Levenshulme","Manchester","","","","","","0","U",387998,393318,-2.18213,53.43652,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB02971","manadjpg","",,"Lloyd Road/Stockport Road","","Stockport Road","","OFFICES","","LLOYD ROAD","","","","Opp Offices","","E","E0028951","Levenshulme","Manchester","","","","","","0","U",387891,393257,-2.18374,53.43597,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
